payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00008563,LOAN0003911,2024-07-20,2024-06-23,200.57,138.1,82.86,55.24,Partial,Online,0
PAY00008564,LOAN0002912,2024-11-08,2024-11-08,452.33,452.33,271.4,180.93,On-Time,Wire,0
PAY00008565,LOAN0002283,2023-02-07,2023-02-04,39586.54,39586.54,23751.92,15834.62,On-Time,Wire,0
PAY00008566,LOAN0006081,2024-09-05,2024-08-27,1282.8,1282.8,769.68,513.12,On-Time,Wire,0
PAY00008567,LOAN0005633,2023-04-07,2023-03-16,8745.98,8745.98,5247.59,3498.39,On-Time,Check,0
PAY00008568,LOAN0002420,2024-03-01,2024-02-10,5898.42,5898.42,3539.05,2359.37,On-Time,Online,0
PAY00008569,LOAN0006137,2024-01-29,2024-01-12,285.21,285.21,171.13,114.08,On-Time,Check,0
PAY00008570,LOAN0006797,2024-10-13,2024-10-09,50.05,50.05,30.03,20.02,On-Time,ACH,0
PAY00008571,LOAN0007574,2023-08-18,2023-08-15,892.6,892.6,535.56,357.04,Late,Check,9
PAY00008572,LOAN0003777,2023-08-16,2023-08-12,44971.16,44971.16,26982.7,17988.46,On-Time,Online,0
PAY00008573,LOAN0006255,2024-03-03,2024-02-23,15715.01,15715.01,9429.01,6286.0,Late,ACH,0
PAY00008574,LOAN0009448,2024-02-16,2024-02-07,59722.0,59722.0,35833.2,23888.8,On-Time,Wire,0
PAY00008575,LOAN0005489,2024-04-17,2024-04-04,569.05,569.05,341.43,227.62,On-Time,ACH,0
PAY00008576,LOAN0001517,2023-05-13,2023-05-03,2069.18,2069.18,1241.51,827.67,On-Time,Auto-Pay,0
PAY00008577,LOAN0005841,2023-05-10,2023-04-26,871.13,871.13,522.68,348.45,On-Time,Auto-Pay,0
PAY00008578,LOAN0002812,2023-07-07,2023-06-17,59495.24,59495.24,35697.14,23798.1,On-Time,Check,0
PAY00008579,LOAN0007868,2024-03-26,2024-03-24,1399.36,0,0.0,0.0,Missed,Check,0
PAY00008580,LOAN0000590,2024-09-27,2024-09-09,458.97,458.97,275.38,183.59,On-Time,ACH,0
PAY00008581,LOAN0007957,2024-03-24,2024-02-28,1048.74,1048.74,629.24,419.5,On-Time,Wire,0
PAY00008582,LOAN0002532,2023-11-17,2023-10-28,96770.99,96770.99,58062.59,38708.4,On-Time,Auto-Pay,0
PAY00008583,LOAN0008139,2024-03-29,2024-03-15,10833.21,10833.21,6499.93,4333.28,On-Time,Auto-Pay,0
PAY00008584,LOAN0001134,2024-04-07,2024-03-14,241.62,241.62,144.97,96.65,On-Time,Auto-Pay,0
PAY00008585,LOAN0002412,2023-11-23,2023-10-25,43346.83,43346.83,26008.1,17338.73,On-Time,Online,0
PAY00008586,LOAN0001986,2024-03-12,2024-03-11,8850.3,8850.3,5310.18,3540.12,Late,Online,9
PAY00008587,LOAN0008074,2023-10-05,2023-10-10,716.61,716.61,429.97,286.64,On-Time,Online,0
PAY00008588,LOAN0002676,2024-09-29,2024-10-04,5358.31,5358.31,3214.99,2143.32,On-Time,Auto-Pay,0
PAY00008589,LOAN0002131,2023-05-20,2023-05-09,274.59,274.59,164.75,109.84,On-Time,Check,0
PAY00008590,LOAN0006077,2023-07-25,2023-07-17,3464.54,3464.54,2078.72,1385.82,On-Time,Wire,0
PAY00008591,LOAN0000740,2023-11-01,2023-10-09,2180.61,2180.61,1308.37,872.24,On-Time,Check,0
PAY00008592,LOAN0009142,2024-09-02,2024-09-06,353.08,353.08,211.85,141.23,On-Time,ACH,0
PAY00008593,LOAN0006879,2023-02-06,2023-02-06,107250.23,107250.23,64350.14,42900.09,On-Time,Online,0
PAY00008594,LOAN0002721,2023-07-17,2023-06-25,1079.09,1079.09,647.45,431.64,On-Time,ACH,0
PAY00008595,LOAN0001631,2024-06-05,2024-05-25,999.59,999.59,599.75,399.84,On-Time,Online,0
PAY00008596,LOAN0002352,2023-03-17,2023-03-19,7622.23,7622.23,4573.34,3048.89,On-Time,Check,0
PAY00008597,LOAN0004630,2023-06-09,2023-06-12,1791.64,2964.66,1778.8,1185.86,Extra,Online,0
PAY00008598,LOAN0003334,2023-06-16,2023-06-04,1627.91,1627.91,976.75,651.16,On-Time,Online,0
PAY00008599,LOAN0005176,2024-03-20,2024-02-21,254.52,254.52,152.71,101.81,Late,Auto-Pay,3
PAY00008600,LOAN0008700,2024-04-01,2024-03-08,600.93,600.93,360.56,240.37,On-Time,Wire,0
PAY00008601,LOAN0003522,2023-08-18,2023-08-23,825.43,825.43,495.26,330.17,On-Time,ACH,0
PAY00008602,LOAN0007732,2023-01-08,2022-12-12,542.33,542.33,325.4,216.93,On-Time,Online,0
PAY00008603,LOAN0008045,2023-07-05,2023-07-07,2290.09,3194.38,1916.63,1277.75,Extra,Wire,0
PAY00008604,LOAN0007253,2024-09-03,2024-08-20,147.12,147.12,88.27,58.85,On-Time,Online,0
PAY00008605,LOAN0000549,2023-07-30,2023-07-29,59.18,59.18,35.51,23.67,On-Time,Auto-Pay,0
PAY00008606,LOAN0007741,2023-02-01,2023-01-09,2833.43,2833.43,1700.06,1133.37,On-Time,Auto-Pay,0
PAY00008607,LOAN0003047,2024-04-16,2024-04-13,11842.95,11842.95,7105.77,4737.18,On-Time,ACH,0
PAY00008608,LOAN0005301,2023-01-11,2022-12-20,883.84,883.84,530.3,353.54,On-Time,Online,0
PAY00008609,LOAN0000024,2023-09-09,2023-09-01,176.6,176.6,105.96,70.64,On-Time,Check,0
PAY00008610,LOAN0005394,2023-05-14,2023-04-22,417.04,417.04,250.22,166.82,On-Time,Wire,0
PAY00008611,LOAN0003777,2024-03-27,2024-03-07,44971.16,44971.16,26982.7,17988.46,Late,Auto-Pay,6
PAY00008612,LOAN0000187,2023-02-09,2023-01-13,4320.39,4320.39,2592.23,1728.16,On-Time,Online,0
PAY00008613,LOAN0008749,2023-11-29,2023-12-01,729.41,729.41,437.65,291.76,On-Time,Online,0
PAY00008614,LOAN0008250,2023-03-03,2023-03-01,2066.0,2066.0,1239.6,826.4,On-Time,Auto-Pay,0
PAY00008615,LOAN0001965,2024-06-04,2024-05-19,241.44,241.44,144.86,96.58,On-Time,Online,0
PAY00008616,LOAN0009952,2023-06-13,2023-05-24,5778.49,5778.49,3467.09,2311.4,Late,Check,21
PAY00008617,LOAN0008925,2023-10-03,2023-09-05,405.18,405.18,243.11,162.07,Late,Auto-Pay,13
PAY00008618,LOAN0009463,2024-05-26,2024-05-28,933.36,933.36,560.02,373.34,On-Time,Check,0
PAY00008619,LOAN0000037,2024-02-26,2024-02-07,408.93,408.93,245.36,163.57,On-Time,ACH,0
PAY00008620,LOAN0008667,2024-07-20,2024-06-26,351.93,351.93,211.16,140.77,On-Time,ACH,0
PAY00008621,LOAN0008513,2024-04-18,2024-03-26,29861.85,16106.77,9664.06,6442.71,Partial,Wire,0
PAY00008622,LOAN0002983,2023-07-19,2023-07-13,2127.95,1062.56,637.54,425.02,Partial,Check,0
PAY00008623,LOAN0001238,2024-06-02,2024-05-03,482.51,482.51,289.51,193.0,On-Time,Online,0
PAY00008624,LOAN0004038,2023-07-31,2023-07-17,5725.03,5725.03,3435.02,2290.01,On-Time,ACH,0
PAY00008625,LOAN0008562,2023-03-27,2023-03-09,132.69,132.69,79.61,53.08,On-Time,Wire,0
PAY00008626,LOAN0002951,2023-04-02,2023-03-23,672.55,480.24,288.14,192.1,Partial,Wire,0
PAY00008627,LOAN0000344,2024-11-21,2024-11-23,963.57,963.57,578.14,385.43,On-Time,Online,0
PAY00008628,LOAN0001944,2024-04-11,2024-04-06,1461.62,1461.62,876.97,584.65,Late,Check,8
PAY00008629,LOAN0002330,2023-10-20,2023-10-25,1446.52,1446.52,867.91,578.61,On-Time,Wire,0
PAY00008630,LOAN0002486,2023-01-05,2023-01-06,37965.94,37965.94,22779.56,15186.38,On-Time,Wire,0
PAY00008631,LOAN0003139,2023-10-12,2023-10-17,5752.11,5752.11,3451.27,2300.84,On-Time,Wire,0
PAY00008632,LOAN0001676,2023-01-06,2022-12-07,451.46,0,0.0,0.0,Missed,Check,0
PAY00008633,LOAN0008775,2023-03-19,2023-03-22,685.73,685.73,411.44,274.29,On-Time,ACH,0
PAY00008634,LOAN0003157,2023-11-24,2023-11-23,1970.63,1970.63,1182.38,788.25,On-Time,Online,0
PAY00008635,LOAN0002688,2024-09-04,2024-08-31,16541.07,16541.07,9924.64,6616.43,On-Time,Check,0
PAY00008636,LOAN0003564,2023-01-24,2023-01-05,880.42,0,0.0,0.0,Missed,Online,0
PAY00008637,LOAN0007787,2024-06-12,2024-05-16,335.44,335.44,201.26,134.18,Late,Auto-Pay,6
PAY00008638,LOAN0002306,2024-06-20,2024-05-26,4271.54,4271.54,2562.92,1708.62,On-Time,ACH,0
PAY00008639,LOAN0009678,2024-02-21,2024-02-11,710.49,710.49,426.29,284.2,On-Time,Online,0
PAY00008640,LOAN0009281,2024-02-24,2024-02-29,1587.37,1587.37,952.42,634.95,Late,Auto-Pay,9
PAY00008641,LOAN0008655,2024-12-12,2024-12-10,618.62,525.13,315.08,210.05,Partial,Online,0
PAY00008642,LOAN0008778,2024-08-23,2024-08-20,298.73,298.73,179.24,119.49,Late,Auto-Pay,20
PAY00008643,LOAN0008718,2023-08-30,2023-08-07,689.69,689.69,413.81,275.88,On-Time,Auto-Pay,0
PAY00008644,LOAN0009662,2024-11-20,2024-11-02,17996.37,17996.37,10797.82,7198.55,On-Time,Check,0
PAY00008645,LOAN0004858,2023-05-31,2023-05-27,292.74,202.83,121.7,81.13,Partial,ACH,0
PAY00008646,LOAN0007644,2024-06-15,2024-06-13,40770.37,40770.37,24462.22,16308.15,Late,Check,14
PAY00008647,LOAN0004354,2024-11-11,2024-10-18,192.26,192.26,115.36,76.9,On-Time,Wire,0
PAY00008648,LOAN0007301,2024-06-21,2024-06-14,76.71,76.71,46.03,30.68,Late,Check,24
PAY00008649,LOAN0000037,2024-12-19,2024-11-24,408.93,408.93,245.36,163.57,On-Time,Auto-Pay,0
PAY00008650,LOAN0006044,2024-11-07,2024-10-21,597.95,597.95,358.77,239.18,On-Time,Auto-Pay,0
PAY00008651,LOAN0000190,2024-03-24,2024-03-25,809.13,809.13,485.48,323.65,On-Time,Online,0
PAY00008652,LOAN0006947,2024-06-14,2024-06-01,818.79,818.79,491.27,327.52,On-Time,Auto-Pay,0
PAY00008653,LOAN0007431,2024-10-01,2024-09-25,56444.1,56444.1,33866.46,22577.64,On-Time,Check,0
PAY00008654,LOAN0008567,2023-06-29,2023-06-27,41.23,41.23,24.74,16.49,Late,Wire,26
PAY00008655,LOAN0009701,2024-03-07,2024-02-09,928.59,928.59,557.15,371.44,On-Time,Online,0
PAY00008656,LOAN0009644,2024-03-29,2024-03-23,1208.6,1208.6,725.16,483.44,On-Time,Check,0
PAY00008657,LOAN0001637,2023-02-09,2023-01-20,15416.74,15416.74,9250.04,6166.7,On-Time,Online,0
PAY00008658,LOAN0002420,2023-02-13,2023-02-13,5898.42,0,0.0,0.0,Missed,Online,0
PAY00008659,LOAN0003089,2024-10-08,2024-10-12,155.69,155.69,93.41,62.28,Late,Online,28
PAY00008660,LOAN0006826,2023-06-30,2023-06-03,99.14,99.14,59.48,39.66,On-Time,Wire,0
PAY00008661,LOAN0002486,2023-05-25,2023-05-16,37965.94,37965.94,22779.56,15186.38,On-Time,ACH,0
PAY00008662,LOAN0009431,2023-08-13,2023-08-08,278.58,278.58,167.15,111.43,On-Time,ACH,0
PAY00008663,LOAN0005851,2024-11-21,2024-11-09,389.54,389.54,233.72,155.82,On-Time,ACH,0
PAY00008664,LOAN0004248,2024-09-07,2024-08-28,1000.46,1000.46,600.28,400.18,On-Time,Wire,0
PAY00008665,LOAN0000741,2024-02-16,2024-02-18,252.64,252.64,151.58,101.06,On-Time,ACH,0
PAY00008666,LOAN0006840,2024-08-25,2024-08-06,4433.21,6136.15,3681.69,2454.46,Extra,Check,0
PAY00008667,LOAN0001829,2024-05-25,2024-04-29,5804.78,2578.79,1547.27,1031.52,Partial,Wire,0
PAY00008668,LOAN0007753,2024-12-01,2024-11-13,160.79,160.79,96.47,64.32,On-Time,Check,0
PAY00008669,LOAN0000678,2023-04-13,2023-03-20,578.6,578.6,347.16,231.44,Late,Auto-Pay,22
PAY00008670,LOAN0007636,2024-08-26,2024-07-31,465.38,465.38,279.23,186.15,On-Time,Wire,0
PAY00008671,LOAN0002823,2024-11-25,2024-11-19,767.94,767.94,460.76,307.18,On-Time,ACH,0
PAY00008672,LOAN0007183,2024-12-02,2024-11-30,2732.96,2732.96,1639.78,1093.18,On-Time,Auto-Pay,0
PAY00008673,LOAN0002002,2023-03-15,2023-03-10,4050.96,4050.96,2430.58,1620.38,On-Time,Wire,0
PAY00008674,LOAN0002635,2024-01-11,2024-01-03,449.86,449.86,269.92,179.94,On-Time,Online,0
PAY00008675,LOAN0003777,2024-05-05,2024-04-16,44971.16,44971.16,26982.7,17988.46,On-Time,Online,0
PAY00008676,LOAN0006303,2023-08-01,2023-07-12,6110.88,6110.88,3666.53,2444.35,On-Time,Auto-Pay,0
PAY00008677,LOAN0001126,2023-09-30,2023-09-22,16785.3,16785.3,10071.18,6714.12,On-Time,ACH,0
PAY00008678,LOAN0002769,2024-04-03,2024-03-11,8559.32,0,0.0,0.0,Missed,ACH,0
PAY00008679,LOAN0008326,2023-03-12,2023-02-21,416.05,416.05,249.63,166.42,On-Time,ACH,0
PAY00008680,LOAN0007601,2023-06-24,2023-06-02,7762.81,7762.81,4657.69,3105.12,On-Time,Wire,0
PAY00008681,LOAN0007121,2024-08-12,2024-08-10,20425.72,20425.72,12255.43,8170.29,On-Time,ACH,0
PAY00008682,LOAN0006840,2023-02-01,2023-01-25,4433.21,4433.21,2659.93,1773.28,On-Time,Auto-Pay,0
PAY00008683,LOAN0007135,2024-10-21,2024-10-06,787.21,787.21,472.33,314.88,On-Time,Wire,0
PAY00008684,LOAN0006167,2023-08-14,2023-08-11,393.26,393.26,235.96,157.3,On-Time,Check,0
PAY00008685,LOAN0005109,2023-03-24,2023-02-28,801.73,801.73,481.04,320.69,On-Time,Wire,0
PAY00008686,LOAN0002457,2023-06-19,2023-06-19,75246.55,75246.55,45147.93,30098.62,On-Time,Check,0
PAY00008687,LOAN0004577,2023-09-16,2023-09-02,1904.79,1904.79,1142.87,761.92,On-Time,Check,0
PAY00008688,LOAN0008389,2023-08-25,2023-07-27,2572.89,2572.89,1543.73,1029.16,On-Time,Check,0
PAY00008689,LOAN0004786,2023-02-06,2023-01-13,530.16,1046.2,627.72,418.48,Extra,Auto-Pay,0
PAY00008690,LOAN0004177,2023-08-13,2023-08-02,1133.58,1133.58,680.15,453.43,On-Time,ACH,0
PAY00008691,LOAN0005880,2023-09-16,2023-09-06,745.07,745.07,447.04,298.03,On-Time,Online,0
PAY00008692,LOAN0006719,2023-06-22,2023-05-28,5343.57,5343.57,3206.14,2137.43,On-Time,Auto-Pay,0
PAY00008693,LOAN0002126,2023-10-05,2023-09-24,159.56,159.56,95.74,63.82,Late,Auto-Pay,12
PAY00008694,LOAN0006797,2023-11-16,2023-11-14,50.05,50.05,30.03,20.02,On-Time,Online,0
PAY00008695,LOAN0007478,2024-02-29,2024-03-03,2203.95,2203.95,1322.37,881.58,Late,ACH,18
PAY00008696,LOAN0004592,2024-11-22,2024-11-03,118.06,118.06,70.84,47.22,On-Time,ACH,0
PAY00008697,LOAN0004352,2024-01-13,2024-01-09,96.76,96.76,58.06,38.7,Late,Check,27
PAY00008698,LOAN0008149,2024-07-26,2024-06-29,9668.03,6752.42,4051.45,2700.97,Partial,Auto-Pay,0
PAY00008699,LOAN0005265,2024-10-03,2024-09-05,15526.57,15526.57,9315.94,6210.63,On-Time,Check,0
PAY00008700,LOAN0006180,2023-09-22,2023-09-25,2306.23,2306.23,1383.74,922.49,Late,ACH,3
PAY00008701,LOAN0007610,2023-04-03,2023-03-10,3042.74,2206.11,1323.67,882.44,Partial,Auto-Pay,0
PAY00008702,LOAN0009549,2024-06-20,2024-05-21,16051.44,16051.44,9630.86,6420.58,On-Time,Check,0
PAY00008703,LOAN0005766,2023-09-21,2023-08-26,3110.68,3110.68,1866.41,1244.27,On-Time,Online,0
PAY00008704,LOAN0008863,2024-02-22,2024-01-26,2312.27,2312.27,1387.36,924.91,On-Time,Auto-Pay,0
PAY00008705,LOAN0008596,2023-02-13,2023-02-02,21149.02,0,0.0,0.0,Missed,Check,0
PAY00008706,LOAN0002328,2024-08-30,2024-08-22,847.52,847.52,508.51,339.01,Late,Online,20
PAY00008707,LOAN0008573,2024-10-10,2024-09-27,261.89,261.89,157.13,104.76,On-Time,Check,0
PAY00008708,LOAN0007325,2024-11-11,2024-11-05,3803.11,3803.11,2281.87,1521.24,On-Time,Check,0
PAY00008709,LOAN0007653,2023-03-03,2023-02-20,161.34,161.34,96.8,64.54,On-Time,Wire,0
PAY00008710,LOAN0000979,2023-01-22,2022-12-25,11638.9,11638.9,6983.34,4655.56,On-Time,Online,0
PAY00008711,LOAN0006771,2023-03-19,2023-02-26,1007.76,1007.76,604.66,403.1,On-Time,Wire,0
PAY00008712,LOAN0004225,2024-10-21,2024-10-22,973.59,973.59,584.15,389.44,Late,Online,12
PAY00008713,LOAN0003148,2024-03-26,2024-02-29,97.38,97.38,58.43,38.95,On-Time,Online,0
PAY00008714,LOAN0007579,2023-07-28,2023-07-03,440.23,440.23,264.14,176.09,On-Time,Online,0
PAY00008715,LOAN0000121,2023-04-02,2023-04-01,572.84,572.84,343.7,229.14,On-Time,Auto-Pay,0
PAY00008716,LOAN0003262,2023-12-23,2023-12-08,1677.11,1677.11,1006.27,670.84,On-Time,Wire,0
PAY00008717,LOAN0000676,2023-12-20,2023-11-28,1523.8,1523.8,914.28,609.52,On-Time,Wire,0
PAY00008718,LOAN0001126,2023-03-09,2023-02-20,16785.3,16785.3,10071.18,6714.12,On-Time,ACH,0
PAY00008719,LOAN0006224,2024-07-12,2024-06-14,3796.34,3796.34,2277.8,1518.54,On-Time,Check,0
PAY00008720,LOAN0004235,2023-04-22,2023-04-16,485.4,485.4,291.24,194.16,On-Time,Auto-Pay,0
PAY00008721,LOAN0002947,2024-05-21,2024-05-03,3557.08,3557.08,2134.25,1422.83,On-Time,Online,0
PAY00008722,LOAN0003417,2023-09-28,2023-09-09,13840.59,13840.59,8304.35,5536.24,On-Time,Online,0
PAY00008723,LOAN0006837,2024-06-27,2024-06-21,383.38,579.32,347.59,231.73,Extra,ACH,0
PAY00008724,LOAN0009894,2024-06-18,2024-06-03,3910.73,3910.73,2346.44,1564.29,On-Time,ACH,0
PAY00008725,LOAN0009187,2024-09-01,2024-08-21,5886.72,5886.72,3532.03,2354.69,On-Time,Online,0
PAY00008726,LOAN0001678,2024-01-25,2024-01-25,417.5,417.5,250.5,167.0,On-Time,ACH,0
PAY00008727,LOAN0008662,2024-07-15,2024-07-15,161776.84,161776.84,97066.1,64710.74,On-Time,ACH,0
PAY00008728,LOAN0008775,2023-10-04,2023-10-03,685.73,685.73,411.44,274.29,On-Time,Online,0
PAY00008729,LOAN0008977,2024-04-07,2024-03-31,1070.59,1070.59,642.35,428.24,On-Time,Online,0
PAY00008730,LOAN0007654,2024-12-19,2024-12-02,419.61,419.61,251.77,167.84,On-Time,Check,0
PAY00008731,LOAN0005796,2023-10-31,2023-10-10,66319.39,66319.39,39791.63,26527.76,Late,Check,12
PAY00008732,LOAN0000595,2024-04-16,2024-04-20,5643.28,5643.28,3385.97,2257.31,On-Time,Online,0
PAY00008733,LOAN0007343,2024-05-30,2024-06-04,1364.2,1364.2,818.52,545.68,On-Time,ACH,0
PAY00008734,LOAN0003293,2024-03-27,2024-03-09,210.83,210.83,126.5,84.33,Late,Check,18
PAY00008735,LOAN0002315,2023-10-31,2023-10-22,372.1,372.1,223.26,148.84,On-Time,ACH,0
PAY00008736,LOAN0007662,2023-11-27,2023-11-08,10797.6,10797.6,6478.56,4319.04,Late,Check,14
PAY00008737,LOAN0006823,2023-01-08,2023-01-04,731.26,731.26,438.76,292.5,On-Time,Wire,0
PAY00008738,LOAN0005600,2023-09-25,2023-09-15,15813.08,15813.08,9487.85,6325.23,On-Time,ACH,0
PAY00008739,LOAN0001438,2024-03-04,2024-02-12,2933.27,2933.27,1759.96,1173.31,On-Time,Wire,0
PAY00008740,LOAN0003352,2024-12-28,2024-12-30,7836.53,7836.53,4701.92,3134.61,On-Time,ACH,0
PAY00008741,LOAN0009458,2024-12-15,2024-11-22,1108.49,1108.49,665.09,443.4,On-Time,Online,0
PAY00008742,LOAN0000430,2024-05-04,2024-05-04,4384.94,4384.94,2630.96,1753.98,On-Time,Auto-Pay,0
PAY00008743,LOAN0002350,2024-08-04,2024-07-19,33575.42,33575.42,20145.25,13430.17,On-Time,ACH,0
PAY00008744,LOAN0006516,2023-10-18,2023-10-13,613.47,613.47,368.08,245.39,On-Time,Auto-Pay,0
PAY00008745,LOAN0003548,2024-10-02,2024-10-02,1365.85,1365.85,819.51,546.34,On-Time,Wire,0
PAY00008746,LOAN0007895,2023-01-24,2023-01-15,380.34,380.34,228.2,152.14,On-Time,Online,0
PAY00008747,LOAN0001759,2024-12-03,2024-11-20,752.67,233.24,139.94,93.3,Partial,ACH,0
PAY00008748,LOAN0002679,2023-07-18,2023-07-21,861.22,861.22,516.73,344.49,On-Time,Auto-Pay,0
PAY00008749,LOAN0001059,2023-03-30,2023-04-04,2614.97,2614.97,1568.98,1045.99,On-Time,Check,0
PAY00008750,LOAN0007541,2023-02-22,2023-02-11,23230.2,23230.2,13938.12,9292.08,On-Time,Online,0
PAY00008751,LOAN0009204,2024-02-23,2024-01-30,55081.79,55081.79,33049.07,22032.72,Late,ACH,1
PAY00008752,LOAN0003315,2024-02-03,2024-01-11,3934.73,3934.73,2360.84,1573.89,Late,Wire,24
PAY00008753,LOAN0002431,2023-11-18,2023-10-22,688.14,688.14,412.88,275.26,On-Time,ACH,0
PAY00008754,LOAN0006977,2023-05-17,2023-04-25,1287.24,0,0.0,0.0,Missed,Wire,0
PAY00008755,LOAN0004397,2024-05-27,2024-05-06,691.66,691.66,415.0,276.66,On-Time,Wire,0
PAY00008756,LOAN0008135,2024-10-08,2024-09-26,679.88,0,0.0,0.0,Missed,Online,0
PAY00008757,LOAN0009140,2023-01-11,2023-01-12,812.91,812.91,487.75,325.16,On-Time,Check,0
PAY00008758,LOAN0006082,2024-05-20,2024-05-14,1483.27,1483.27,889.96,593.31,Late,Check,11
PAY00008759,LOAN0003497,2023-07-27,2023-06-27,9407.04,9407.04,5644.22,3762.82,Late,Check,17
PAY00008760,LOAN0009812,2023-09-07,2023-09-07,1611.0,1611.0,966.6,644.4,On-Time,Auto-Pay,0
PAY00008761,LOAN0004251,2023-03-31,2023-03-05,918.85,918.85,551.31,367.54,Late,Wire,11
PAY00008762,LOAN0003522,2023-04-08,2023-03-15,825.43,825.43,495.26,330.17,On-Time,ACH,0
PAY00008763,LOAN0008741,2024-09-05,2024-09-04,18535.05,18535.05,11121.03,7414.02,On-Time,Auto-Pay,0
PAY00008764,LOAN0004311,2023-04-03,2023-03-27,1543.04,0,0.0,0.0,Missed,Auto-Pay,0
PAY00008765,LOAN0000853,2024-10-10,2024-09-25,890.91,890.91,534.55,356.36,On-Time,ACH,0
PAY00008766,LOAN0000421,2023-09-04,2023-08-18,298.45,298.45,179.07,119.38,On-Time,Check,0
PAY00008767,LOAN0005124,2023-08-09,2023-08-04,19943.12,19943.12,11965.87,7977.25,On-Time,Wire,0
PAY00008768,LOAN0005575,2023-11-21,2023-11-16,1113.89,1113.89,668.33,445.56,On-Time,Auto-Pay,0
PAY00008769,LOAN0006013,2024-03-05,2024-02-22,1052.33,1052.33,631.4,420.93,On-Time,Check,0
PAY00008770,LOAN0009801,2023-04-02,2023-04-02,128.87,128.87,77.32,51.55,On-Time,ACH,0
PAY00008771,LOAN0001761,2024-09-03,2024-08-10,990.52,990.52,594.31,396.21,On-Time,Wire,0
PAY00008772,LOAN0003309,2024-10-15,2024-09-21,21321.39,0,0.0,0.0,Missed,Check,0
PAY00008773,LOAN0001829,2024-11-05,2024-10-30,5804.78,5804.78,3482.87,2321.91,On-Time,Wire,0
PAY00008774,LOAN0008344,2023-03-28,2023-03-23,7530.19,7530.19,4518.11,3012.08,Late,Check,4
PAY00008775,LOAN0002764,2023-03-21,2023-03-03,1747.15,1747.15,1048.29,698.86,On-Time,Auto-Pay,0
PAY00008776,LOAN0006813,2023-03-10,2023-02-15,15775.95,15775.95,9465.57,6310.38,On-Time,Auto-Pay,0
PAY00008777,LOAN0005279,2023-12-26,2023-12-30,509.57,0,0.0,0.0,Missed,Wire,0
PAY00008778,LOAN0000807,2023-09-23,2023-09-28,8361.83,8361.83,5017.1,3344.73,On-Time,Wire,0
PAY00008779,LOAN0005650,2024-01-22,2024-01-24,1326.68,2144.62,1286.77,857.85,Extra,ACH,0
PAY00008780,LOAN0001306,2023-08-17,2023-07-23,420.22,420.22,252.13,168.09,On-Time,ACH,0
PAY00008781,LOAN0002224,2024-05-07,2024-04-23,489.1,489.1,293.46,195.64,On-Time,Wire,0
PAY00008782,LOAN0000576,2023-04-06,2023-04-07,1461.85,1461.85,877.11,584.74,On-Time,Online,0
PAY00008783,LOAN0007314,2023-05-04,2023-04-22,53290.47,44675.07,26805.04,17870.03,Partial,ACH,0
PAY00008784,LOAN0004037,2023-09-20,2023-09-17,3280.31,3280.31,1968.19,1312.12,On-Time,Online,0
PAY00008785,LOAN0001684,2024-08-17,2024-08-05,52166.53,52166.53,31299.92,20866.61,Late,ACH,0
PAY00008786,LOAN0008749,2023-09-21,2023-09-18,729.41,729.41,437.65,291.76,On-Time,Check,0
PAY00008787,LOAN0003722,2023-10-17,2023-09-18,372.56,372.56,223.54,149.02,On-Time,Wire,0
PAY00008788,LOAN0004506,2024-06-06,2024-05-28,4885.49,1499.16,899.5,599.66,Partial,Check,0
PAY00008789,LOAN0004668,2023-07-05,2023-07-03,610.73,610.73,366.44,244.29,Late,Check,9
PAY00008790,LOAN0007442,2023-12-14,2023-11-29,13377.55,13377.55,8026.53,5351.02,On-Time,Check,0
PAY00008791,LOAN0002653,2024-02-05,2024-01-26,348.56,348.56,209.14,139.42,On-Time,ACH,0
PAY00008792,LOAN0007170,2023-08-07,2023-07-10,2076.86,2076.86,1246.12,830.74,Late,Auto-Pay,6
PAY00008793,LOAN0008939,2024-02-03,2024-01-12,17779.48,17779.48,10667.69,7111.79,On-Time,Wire,0
PAY00008794,LOAN0001066,2023-05-02,2023-04-06,376.39,376.39,225.83,150.56,On-Time,Check,0
PAY00008795,LOAN0002884,2024-10-08,2024-10-01,9651.09,9651.09,5790.65,3860.44,Late,ACH,10
PAY00008796,LOAN0000526,2024-08-14,2024-08-02,61704.29,61704.29,37022.57,24681.72,On-Time,Check,0
PAY00008797,LOAN0000344,2023-09-04,2023-09-05,963.57,963.57,578.14,385.43,On-Time,Auto-Pay,0
PAY00008798,LOAN0000546,2023-01-27,2023-02-01,34045.82,34045.82,20427.49,13618.33,Late,ACH,11
PAY00008799,LOAN0004328,2024-04-03,2024-03-25,182.1,182.1,109.26,72.84,On-Time,Check,0
PAY00008800,LOAN0009096,2023-03-20,2023-03-22,527.57,527.57,316.54,211.03,On-Time,Check,0
PAY00008801,LOAN0004619,2024-09-04,2024-08-29,1392.59,1392.59,835.55,557.04,On-Time,Wire,0
PAY00008802,LOAN0005543,2024-02-13,2024-02-09,393.11,393.11,235.87,157.24,On-Time,Check,0
PAY00008803,LOAN0003078,2023-09-21,2023-09-04,589.16,589.16,353.5,235.66,On-Time,Online,0
PAY00008804,LOAN0000307,2024-12-14,2024-12-07,1164.23,1164.23,698.54,465.69,On-Time,ACH,0
